일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드,,승차거래내역(환승포함),
1,26001,6800001,조치원역,12715.3348,3628.5228,3611051000,,,2824
2,26001,6800002,조치원전통시장,12717.6892,3636.1428,3611025000,,,660
3,26001,6800003,죽림리,12716.6361,3633.261,0,,,x
4,26001,"6,800,004",번암리,12721.983,3631.802,0,,,10
5,26001,6800005,번암아파트,12712.8568,3639.7452,3611038000,,,169
6,26001,6800006,월하리,12712.6534,3640.3218,3611038000,,,
7,26001,6800007,월하리(항공학교),12712.8622,3639.7566,3611038000,,,
8,26001,6800008,세종장례식장입구,12717.2668,3634.2024,0,,,
9,26001,6800009,세종교통,12717.934,3635.445,0,,,
10,26001,6800010,봉암리,12717.8141,3636.0702,0,,,
11,26001,6800011,대원아파트,12715.6702,3628.6926,3611051000,,,
12,26001,6800012,실광주유소,12716.764,3628.1868,3611051000,,,
13,26001,6800013,보통2리,12717.2445,3626.6192,0,,,
14,26001,6800014,연기리,12717.2913,3626.4315,0,,,
15,26001,6800015,연기면사무소,12720.954,3632.126,3611032000,,,
16,26001,6800016,도담동(도램마을),12716.886,3628.109,0,,,
17,26001,6800017,정부세종청사북측,12714.998,3630.5032,3611053000,,,
18,26001,6800018,정부세종청사남측,12714.2013,3631.2005,3611053000,,,
19,26001,6800019,성남고등학교,12714.1962,3631.2148,3611051000,,,
20,26001,6800020,나성동,12715.1356,3631.1274,3611053000,,,
21,26001,6800021,첫마을임시터미널,12715.0372,3630.882,3611053000,,,
22,26001,6800022,LH공사,12714.988,3630.627,3611053000,,,
23,26001,6800023,대평리,12714.9773,3630.3889,3611053000,,,
24,26001,6800024,대평리,12715.0102,3630.2627,3611053000,,,
25,26001,6800025,충남대의료원(LH공사),12714.0971,3631.1911,3611053000,,,
26,26001,6800026,첫마을임시터미널,12713.8678,3631.0424,3611053000,,,
27,26001,6800027,나성동,12713.7627,3630.8087,3611053000,,,
28,26001,6800028,성남고등학교,12713.7777,3630.6338,3611053000,,,
29,26001,6800029,정부세종청사남측,12713.888,3630.4222,3611053000,,,
30,26001,6800030,정부세종청사북측,12714.0866,3630.2596,3611053000,,,
31,26001,6800031,도담동(도램마을),12714.1161,3630.2567,3611053000,,,
32,26001,6800032,연기리,12713.9021,3630.4296,3611053000,,,
33,26001,6800033,보통2리,12713.7935,3630.6408,3611053000,,,
34,26001,6800034,실광주유소,12713.7795,3630.8098,3611053000,,,
35,26001,6800035,대원아파트,12713.8816,3631.034,3611053000,,,
36,26001,6800036,대원아파트후문,12714.0962,3631.1759,3611053000,,,
37,26001,6800037,봉암리,12714.1591,3630.0261,3611053000,,,
38,26001,6800038,세종교통,12714.1789,3630.068,3611053000,,,
39,26001,6800039,월암교,12715.0417,3629.3064,3611051000,,,
40,26001,6800040,월하리(항공학교),12714.1402,3626.268,3611034000,,,
41,26001,6800041,월하리,12715.318,3627.5232,3611034000,,,
42,26001,6800042,번암아파트,12715.9864,3627.6582,3611034000,,,
43,26001,6800043,죽림리,12713.9554,3626.745,3611034000,,,
44,26001,6800044,효성세종병원,12717.2543,3634.2029,3611036000,,,
45,26001,6800045,조치원전통시장,12716.2728,3630.2338,0,,,
46,26001,6800046,조치원역,12716.6303,3630.1331,0,,,
47,26001,6800047,연기리,12716.4003,3630.3638,0,,,
48,26001,6800048,연기면사무소,12710.497,3637.6134,0,,,
49,26001,6800049,월산리,12710.6488,3636.9642,3611037000,,,
50,26001,6800050,양화1리,12710.626,3638.5896,3611037000,,,
51,26001,6800051,양화리,12717.3022,3636.3918,3611025000,,,
52,26001,6800052,양화3리,12717.0592,3636.3156,3611025000,,,
53,26001,6800053,진의리입구,12716.8552,3636.3726,3611025000,,,
54,26001,6800054,어진중학교(가재마을9단지),12716.6788,3636.4164,3611025000,,,
55,26001,6800055,어진중학교(가재마을9단지),12716.6434,3636.2904,3611025000,,,
56,26001,6800056,양화3리,12716.5636,3636.045,3611025000,,,
57,26001,6800057,양화리,12717.0862,3635.6707,0,,,
58,26001,6800058,양화1리,12717.3838,3635.706,3611025000,,,
59,26001,6800059,연기리,12717.6114,3635.7186,0,,,
60,26001,6800060,첫마을1단지,12717.7605,3635.7623,0,,,
61,26001,6800062,첫마을4단지,12717.7054,3636.0366,3611025000,,,
62,26001,6800063,첫마을5단지,12717.6472,3636.3642,3611025000,,,
63,26001,6800064,첫마을6단지,12717.3334,3637.0494,3611025000,,,
64,26001,6800065,열병합발전소,12717.217,3636.993,3611025000,,,
65,26001,6800067,한국영상대학교,12717.364,3636.84,3611025000,,,
66,26001,6800069,열병합발전소,12717.4726,3636.8118,3611025000,,,
67,26001,6800075,조치원버스터미널,12717.3796,3636.1698,3611025000,,,
68,26001,6800076,중봉리,12717.421,3635.9214,3611025000,,,
69,26001,6800077,서평리,12717.7426,3635.8218,0,,,
70,26001,6800078,동평3리,12717.6382,3636.4104,3611025000,,,
71,26001,6800079,미경동,12715.6934,3628.8733,0,,,
72,26001,6800080,강촌입구,12715.6756,3628.6974,0,,,
73,26001,6800081,예양2리(강촌),12715.1836,3628.5234,0,,,
74,26001,6800082,송용3리(신촌),12714.9982,3628.665,0,,,
75,26001,6800083,송용3리,12715.1242,3628.8012,0,,,
76,26001,6800084,문주리,12715.5256,3629.0046,0,,,
77,26001,6800085,용호1리,12715.6934,3628.8733,0,,,
78,26001,6800086,용호리,12717.5536,3634.695,3611036000,,,
79,26001,6800087,용호2리,12717.4882,3634.5222,3611036000,,,
80,26001,6800088,용호3리,12717.2668,3634.2,3611036000,,,
81,26001,6800089,합강리,12717.0832,3633.9624,3611036000,,,
82,26001,6800090,합강1리,12716.983,3633.8148,3611036000,,,
83,26001,6800091,합강1리,12716.6902,3633.4998,3611036000,,,
84,26001,6800092,합강리,12717.736,3630.1846,0,,,
85,26001,6800093,삼성전기,12717.5308,3630.225,0,,,
86,26001,6800094,응암농공단지,12717.2134,3630.2934,0,,,
87,26001,6800095,교과서박물관,12717.1102,3630.2448,0,,,
88,26001,6800096,연동중학교,12717.1156,3630.2448,0,,,
89,26001,6800097,내판역,12717.214,3630.2892,0,,,
90,26001,6800098,송용리,12717.5266,3630.2226,0,,,
91,26001,6800099,예양리,12717.7367,3630.1818,0,,,
92,26001,6800100,양세오충각,12714.0046,3626.5854,3611034000,,,
93,26001,6800101,동평3리,12714.2428,3626.889,3611034000,,,
94,26001,6800102,미경동,12714.6394,3626.8428,3611034000,,,
95,26001,6800103,서평리,12714.808,3626.7282,3611034000,,,
96,26001,6800104,서평리,12717.7063,3635.9836,3611025000,,,
97,26001,6800105,중봉리,12717.7282,3631.7712,3611031000,,,
98,26001,6800106,조치원공영버스터미널,12721.0922,3631.7611,0,,,
99,26001,6800107,양세오충각,12721.0874,3631.6097,0,,,
100,26001,6800108,예양리,12721.2158,3631.3311,0,,,
101,26001,6800109,송용리,12720.8178,3631.1123,0,,,
102,26001,6800111,연동중학교,12720.5669,3631.0912,0,,,
103,26001,6800112,교과서박물관,12720.2303,3631.0537,0,,,
104,26001,6800113,응암농공단지,12720.5551,3631.0886,0,,,
105,26001,6800114,명학산업단지 관리사무소,12720.8043,3631.1049,0,,,
106,26001,6800124,장군면사무소,12721.2447,3631.2094,0,,,
107,26001,6800125,대교리,12721.2201,3631.3355,0,,,
108,26001,6800126,봉안리(부일가든),12721.0931,3631.6106,0,,,
109,26001,6800127,봉안리,12721.1008,3631.7414,0,,,
110,26001,6800128,가재마을5단지.가온마을6단지,12719.6509,3631.2836,0,,,
111,26001,6800129,가재마을5단지.가온마을6단지,12719.8858,3631.5858,3611032000,,,
112,26001,6800130,봉안리,12720.1487,3632.2445,0,,,
113,26001,6800131,봉안리(부일가든),12715.3838,3629.6355,3611051000,,,
114,26001,6800132,대교리,12717.221,3632.0616,0,,,
115,26001,6800133,장군면사무소,12718.2306,3632.2072,0,,,
116,26001,6800134,하봉리마을회관,12718.2368,3632.2274,0,,,
117,26001,6800135,하봉리마을회관,12717.523,3632.0404,0,,,
118,26001,6800136,번암삼거리,12717.2816,3632.0597,0,,,
119,26001,6800137,농업기술센터,12717.6268,3636.4302,3611025000,,,
120,26001,6800138,쌍전리(우리요양원),12717.6796,3636.1452,3611025000,,,
121,26001,6800139,전당골,12717.7028,3635.7404,0,,,
122,26001,6800140,쌍전리(우리요양원),12717.4624,3636.8232,3611025000,,,
123,26001,6800141,쌍전리마을회관,12717.3718,3636.8466,3611025000,,,
124,26001,6800142,월하2리,12717.2314,3636.9822,3611025000,,,
125,26001,6800143,도원초등학교,12717.3322,3637.0422,3611025000,,,
126,26001,6800144,자이아파트정문,12718.6029,3632.788,0,,,
127,26001,6800145,자이아파트,12718.8112,3632.238,3611032000,,,
128,26001,6800146,신동아아파트,12716.881,3628.1178,3611034000,,,
129,26001,6800147,봉암리,12716.8594,3627.8856,0,,,
130,26001,6800148,봉암2리마을회관,12717.8188,3635.5326,3611025000,,,
131,26001,6800149,번암삼거리,12717.628,3635.5206,3611025000,,,
132,26001,6800150,세종시문화예술회관,12717.6094,3635.5722,3611025000,,,
133,26001,6800151,신봉초등학교,12717.8002,3635.5194,3611025000,,,
134,26001,6800152,세종여자고등학교입구,12717.2452,3626.613,3611034000,,,
135,26001,6800153,고려대학교,12717.2997,3626.4215,3611034000,,,
136,26001,6800154,새주막거리,12717.6508,3626.3352,3611034000,,,
137,26001,6800155,세종고등학교,12718.3936,3626.385,3611034000,,,
138,26001,6800156,조치원여중,12718.8202,3626.526,3611034000,,,
139,26001,6800157,세종우체국,12718.93,3626.526,3611034000,,,
140,26001,6800158,세종중학교,12719.1886,3626.2938,3611034000,,,
141,26001,6800159,세종고등학교,12718.936,3626.5356,3611034000,,,
142,26001,6800160,새주막거리,12718.8262,3626.5362,3611034000,,,
143,26001,6800161,고려대학교,12718.3912,3626.397,3611034000,,,
144,26001,6800162,세종여자고등학교입구,12718.027,3626.4966,3611034000,,,
145,26001,6800163,신봉초등학교,12717.6412,3626.3394,3611034000,,,
146,26001,6800164,세종시문화예술회관,12717.3005,3626.4169,0,,,
147,26001,6800165,자이아파트,12717.2644,3626.6022,3611034000,,,
148,26001,6800166,자이아파트정문,12723.4336,3628.0074,3020058000,,,
149,26001,6800167,와촌효방동,12713.6586,3635.6647,3611036000,,,
150,26001,6800168,대륙테크놀로지,12713.992,3635.4048,3611036000,,,
151,26001,6800169,와촌보건진료소앞,12714.8902,3635.0724,3611036000,,,
152,26001,6800170,와촌리기와말,12715.2237,3634.9192,0,,,
153,26001,6800171,번암터,12715.4056,3634.8594,3611036000,,,
154,26001,6800172,와촌1리대실,12715.6756,3635.1768,3611036000,,,
155,26001,6800173,공정거래위원회,12715.8376,3635.3082,3611036000,,,
156,26001,6800174,첫마을2단지(임시터미널),12716.995,3638.0322,3611025000,,,
157,26001,6800175,첫마을3단지,12717.5132,3635.4456,0,,,
158,26001,6800176,첫마을6단지,12717.0624,3625.3668,0,,,
159,26001,6800177,첫마을5단지,12717.8738,3624.9611,0,,,
160,26001,6800178,첫마을4단지,12717.8663,3624.7568,0,,,
161,26001,6800179,첫마을1단지,12717.9774,3624.6265,0,,,
162,26001,6800180,금남면사무소,12718.1838,3624.3625,0,,,
163,26001,6800181,발산리,12718.188,3624.3541,0,,,
164,26001,6800182,도암리입구,12717.9717,3624.6354,0,,,
165,26001,6800183,두만2리,12717.8882,3624.8762,0,,,
166,26001,6800184,외삼동,12717.8777,3624.9736,0,,,
167,26001,6800185,반석마을입구,12717.0683,3625.366,0,,,
168,26001,6800186,반석역,12716.8547,3625.6036,0,,,
169,26001,6800187,극동방송국,12716.6096,3625.6909,0,,,
170,26001,6800188,지족역,12716.1234,3625.619,0,,,
171,26001,6800189,지족동,12716.6064,3625.6823,0,,,
172,26001,6800190,유성선병원,12716.9667,3626.0472,0,,,
173,26001,6800191,열매마을5단지,12717.2958,3626.4115,0,,,
174,26001,6800192,지족초등학교,12717.261,3626.6017,0,,,
175,26001,6800193,노은도서관,12720.2772,3621.2852,0,,,
176,26001,6800194,지족역,12720.516,3621.2586,0,,,
177,26001,6800195,송림마을아파트,12720.6018,3621.4968,0,,,
178,26001,6800196,반석역,12720.6664,3621.681,0,,,
179,26001,6800197,반석마을입구,12720.5765,3621.4898,0,,,
180,26001,6800198,외삼동,12720.5046,3621.2905,0,,,
181,26001,6800199,두만2리,12720.3965,3621.257,0,,,
182,26001,6800200,도암리입구,12720.2094,3621.337,0,,,
183,26001,6800201,발산리,12720.1884,3621.4894,0,,,
184,26001,6800202,금남면사무소,12720.059,3621.7874,0,,,
185,26001,6800208,공정거래위원회,12719.8985,3622.0111,0,,,
186,26001,6800209,세종여자고등학교,12719.628,3622.1828,0,,,
187,26001,6800210,서창리,12719.4585,3622.6028,0,,,
188,26001,6800211,봉산리,12719.1937,3622.5607,0,,,
189,26001,6800212,봉산1리마을회관,12719.0956,3622.8084,0,,,
190,26001,6800213,봉산1리,12719.1532,3622.9236,0,,,
191,26001,6800214,방축골(갑부농원),12719.2072,3623.1144,0,,,
192,26001,6800215,세종시민체육관,12719.0854,3623.2698,0,,,
193,26001,6800216,신흥주공아파트,12718.9258,3623.4882,0,,,
194,26001,6800217,대동초등학교,12718.7541,3623.7185,0,,,
195,26001,6800218,죽림리,12718.6,3623.9616,0,,,
196,26001,6800219,조치원역뒤편,12718.1873,3624.3727,0,,,
197,26001,6800220,욱일아파트,12717.8891,3624.8763,0,,,
198,26001,6800221,세종세무서,12717.8777,3624.9736,0,,,
199,26001,6800222,신흥주공아파트,12717.0683,3625.366,0,,,
200,26001,6800223,세종시민체육관,12716.8547,3625.6036,0,,,
201,26001,6800224,월하1리마을회관,12716.6096,3625.6909,0,,,
202,26001,6800225,연서면사무소,12716.1234,3625.619,0,,,
203,26001,6800226,성제1리마을회관,12716.6064,3625.6823,0,,,
204,26001,6800227,성제삼거리,12716.9676,3626.0466,0,,,
205,26001,6800228,성제2리,12717.5171,3625.5436,0,,,
206,26001,6800229,고복1리,12717.4815,3625.6404,0,,,
207,26001,6800230,고복1리마을회관,12715.6792,3628.6949,0,,,
208,26001,6800231,고복리,12715.1858,3628.5223,0,,,
209,26001,6800232,고복저수지입구,12715.0026,3628.6642,0,,,
210,26001,6800233,고복리조각공원,12715.1143,3628.8026,0,,,
211,26001,6800234,고복2리,12715.5176,3629.0018,0,,,
212,26001,6800235,조치원노인전문병원,12719.7034,3637.1539,0,,,
213,26001,6800236,용암리입구,12715.6697,3630.2505,3611052000,,,
214,26001,6800237,고복저수지,12715.5512,3630.8439,3611052000,,,
215,26001,6800238,용암삼거리,12719.7211,3637.1705,0,,,
216,26001,6800239,쌍류리,12717.6063,3635.7329,0,,,
217,26001,6800240,쌍류보건진료소,12716.5129,3632.0407,3611031000,,,
218,26001,6800241,청라2리,12717.7227,3635.7351,3611025000,,,
219,26001,6800242,청라리,12717.6396,3636.3559,3611025000,,,
220,26001,6800243,청라2리,12717.613,3635.7359,3611025000,,,
221,26001,6800244,쌍류보건진료소,12714.3544,3627.0042,3611034000,,,
222,26001,6800245,쌍류리,12715.5028,3626.8872,3611034000,,,
223,26001,6800246,용암리(금단마을),12715.843,3627.1032,3611034000,,,
224,26001,6800247,신대2리(송적골),12716.0146,3627.345,3611034000,,,
225,26001,6800248,신대2리마을회관,12716.695,3626.6244,3611034000,,,
226,26001,6800249,연서초등학교,12716.5372,3626.742,3611034000,,,
227,26001,6800250,연서중학교,12716.6912,3626.6286,0,,,
228,26001,6800251,서면,12720.1144,3628.7694,3611034000,,,
229,26001,6800252,서세종농협,12720.6454,3628.6908,3611034000,,,
230,26001,6800253,성제1리마을회관,12720.964,3628.6242,3611034000,,,
231,26001,6800254,연서면사무소,12721.276,3628.6326,3611034000,,,
232,26001,6800255,월하1리마을회관,12721.747,3628.5018,3611034000,,,
233,26001,6800256,서세종농협,12721.7434,3628.5096,3611034000,,,
234,26001,6800257,서면,12721.2598,3628.638,3611034000,,,
235,26001,6800258,연서중학교,12720.9706,3628.6296,3611034000,,,
236,26001,6800259,연서초등학교,12720.667,3628.6974,3611034000,,,
237,26001,6800260,신대2리마을회관,12720.148,3628.7616,3611034000,,,
238,26001,6800261,신대2리(송적골),12716.8522,3633.6408,3611036000,,,
239,26001,6800263,용암삼거리,12717.007,3633.8322,3611036000,,,
240,26001,6800264,고복저수지,12717.0946,3633.9624,3611036000,,,
241,26001,6800265,용암리입구,12717.5272,3634.5798,3611036000,,,
242,26001,6800266,조치원노인전문병원,12717.5656,3634.7052,3611036000,,,
243,26001,6800267,고복2리,12716.6267,3632.6867,0,,,
244,26001,6800268,고복리조각공원,12716.4589,3632.5002,0,,,
245,26001,6800269,고복저수지입구,12716.609,3632.6617,0,,,
246,26001,6800270,고복리,12715.6078,3630.0972,0,,,
247,26001,6800271,고복1리마을회관,12715.6789,3630.2424,0,,,
248,26001,6800272,고복1리,12715.5636,3630.841,3611052000,,,
249,26001,6800273,성제2리,12711.8262,3630.811,0,,,
250,26001,6800274,성제삼거리,12711.6024,3632.1527,0,,,
251,26001,6800275,신대1리마을회관,12712.5194,3632.9328,0,,,
252,26001,6800276,신대1리,12711.1925,3632.878,0,,,
253,26001,6800277,기룡리(효교동),12711.8209,3630.8117,0,,,
254,26001,6800278,평전,12713.3146,3629.9394,0,,,
255,26001,6800279,기룡리복지회관,12713.9943,3633.3934,0,,,
256,26001,6800280,기룡정미소,12714.2424,3633.3826,0,,,
257,26001,6800281,기룡리,12714.7833,3633.3933,0,,,
258,26001,6800282,기룡리정미소,12714.9234,3633.4076,0,,,
259,26001,6800283,기룡리복지회관,12715.232,3633.79,0,,,
260,26001,6800284,평전,12715.6277,3633.522,0,,,
261,26001,6800285,기룡리(효교동),12716.8642,3628.1244,0,,,
262,26001,6800286,신대1리,12716.7862,3628.1712,0,,,
263,26001,6800287,연서감리교회,12715.714,3628.8768,0,,,
264,26001,6800288,국촌2리,12715.552,3629.0307,0,,,
265,26001,6800289,국촌2리마을회관,12715.0984,3628.812,0,,,
266,26001,6800290,국촌1리,12714.9856,3628.6572,0,,,
267,26001,6800291,국촌1리(함박산),12715.195,3628.5042,0,,,
268,26001,6800292,세종장례식장,12715.2364,3634.9218,3611036000,,,
269,26001,6800293,세종장례식장,12715.0882,3634.8672,3611036000,,,
270,26001,6800294,국촌1리(함박산),12715.0882,3634.6902,3611036000,,,
271,26001,6800295,국촌1리,12714.7828,3634.6014,3611036000,,,
272,26001,6800296,국촌2리마을회관,12714.259,3634.4304,3611036000,,,
273,26001,6800297,국촌2리,12714.0514,3634.3884,3611036000,,,
274,26001,6800298,연서감리교회,12713.9458,3634.362,3611036000,,,
275,26001,6800299,신대리,12713.4544,3634.2744,3611036000,,,
276,26001,6800300,방축골(갑부농원),12713.9584,3634.3596,3611036000,,,
277,26001,6800301,봉산1리,12714.0622,3634.3824,3611036000,,,
278,26001,6800302,봉산1리마을회관,12714.2962,3634.4292,3611036000,,,
279,26001,6800303,봉산리,12714.7726,3634.5924,3611036000,,,
280,26001,6800304,서창리,12715.0948,3634.6806,3611036000,,,
281,26001,6800305,세종여자고등학교,12715.3612,3634.6554,3611036000,,,
282,26001,6800306,부강버스정류소,12715.5616,3634.6266,3611036000,,,
283,26001,6800307,부강역,12715.8994,3634.5396,3611036000,,,
284,26001,6800308,부강리,12716.35,3634.3782,3611036000,,,
285,26001,6800309,명학3리,12716.7442,3634.2822,3611036000,,,
286,26001,6800310,응암리(가마골),12717.2734,3634.212,0,,,
287,26001,6800311,응암1리마을회관,12716.929,3634.2888,3611036000,,,
288,26001,6800312,명학3리,12716.7322,3634.29,3611036000,,,
289,26001,6800313,부강리,12716.353,3634.3914,3611036000,,,
290,26001,6800314,부강역,12715.9042,3634.5468,3611036000,,,
291,26001,6800315,내판역,12715.555,3634.6362,3611036000,,,
292,26001,6800316,내판2리,12715.3792,3634.6602,3611036000,,,
293,26001,6800317,내판3리,12715.1008,3634.8594,0,,,
294,26001,6800318,용호3리입구,12717.0124,3634.3278,3611036000,,,
295,26001,6800319,명학1리,12716.1622,3634.6854,3611036000,,,
296,26001,6800320,명학리,12716.0992,3634.9452,3611036000,,,
297,26001,6800321,명학리,12716.1538,3634.6836,3611036000,,,
298,26001,6800322,명학1리,12717.0682,3635.0238,3611036000,,,
299,26001,6800323,용호3리입구,12717.193,3635.1456,3611036000,,,
300,26001,6800324,내판3리,12714.712,3631.9644,0,,,
301,26001,6800325,내판2리,12714.712,3631.9644,0,,,
302,26001,6800326,내판리,12718.4896,3634.1321,3611032000,,,
303,26001,6800327,서평1리,12718.4902,3627.0258,3611034000,,,
304,26001,6800328,장현진정형외과,12718.8185,3626.5434,0,,,
305,26001,6800329,전동초등학교,12711.6118,3640.8474,3611037000,,,
306,26001,6800330,전동삼거리,12712.3588,3640.56,3611037000,,,
307,26001,6800331,심중2리입구,12711.6028,3640.8522,3611037000,,,
308,26001,6800332,심중2리입구,12718.6045,3624.2,0,,,
309,26001,6800333,심중2리,12719.1406,3622.9399,0,,,
310,26001,6800334,심중2리입구,12719.0645,3622.7767,0,,,
311,26001,6800335,심중2리입구,12719.0649,3622.4143,0,,,
312,26001,6800336,전동삼거리,12719.064,3622.133,0,,,
313,26001,6800337,전동초등학교,12719.2901,3621.998,0,,,
314,26001,6800338,신안1리입구,12719.2892,3622.024,0,,,
315,26001,6800339,중앙요양병원,12719.0801,3622.0754,0,,,
316,26001,6800340,신안리마을회관,12718.612,3624.1937,0,,,
317,26001,6800341,구렁말,12716.6096,3625.6909,0,,,
318,26001,6800342,홍익대학교,12716.1234,3625.619,0,,,
319,26001,6800343,신안2리(안터),12716.6064,3625.6823,0,,,
320,26001,6800344,신안2리입구,12715.3402,3628.4975,0,,,
321,26001,6800345,조형아파트,12715.6792,3628.6818,0,,,
322,26001,6800346,상봉초등학교,12719.1106,3635.1924,0,,,
323,26001,6800347,상봉2리(가마소),12718.7908,3635.9112,3611025000,,,
324,26001,6800348,심중1리,12725.714,3627.166,0,,,
325,26001,6800349,심중2리입구,12725.7305,3627.1706,0,,,
326,26001,6800350,전동역,12725.578,3628.47,4371037000,,,
327,26001,6800351,석곡리입구,12723.0994,3630.441,3611033000,,,
328,26001,6800352,청송리,12711.4189,3629.7452,0,,,
329,26001,6800353,청송산업단지입구,12715.6858,3630.3072,0,,,
330,26001,6800354,아람달동림권역체험관,12715.5631,3630.0502,0,,,
331,26001,6800355,청람리입구,12716.5594,3636.0198,3611025000,,,
332,26001,6800356,개미고개,12716.6536,3636.2916,3611025000,,,
333,26001,6800357,미곡리,12716.6806,3636.4086,3611025000,,,
334,26001,6800358,동교리,12716.8486,3636.366,3611025000,,,
335,26001,6800359,재동아파트,12717.0526,3636.3072,3611025000,,,
336,26001,6800360,전의역,12717.2968,3636.3828,3611025000,,,
337,26001,6800361,전의역,12716.6536,3643.182,4413135000,,,
338,26001,6800362,재동아파트,12717.5704,3645.0816,4413135000,,,
339,26001,6800363,동교리,12717.0352,3644.1972,4413135000,,,
340,26001,6800364,미곡리,12716.2854,3638.9785,0,,,
341,26001,6800365,개미고개,12714.1294,3626.2692,3611034000,,,
342,26001,6800366,청람리입구,12717.096,3632.2658,0,,,
343,26001,6800367,아람달동림권역체험관,12718.2114,3636.1475,3611025000,,,
344,26001,6800368,청송산업단지입구,12718.7782,3635.9184,3611025000,,,
345,26001,6800369,청송리,12719.1154,3635.208,3611025000,,,
346,26001,6800370,석곡리입구,12719.11,3635.1984,0,,,
347,26001,6800371,보덕리입구,12719.6776,3633.165,0,,,
348,26001,6800372,심중1리,12721.9744,3631.7958,0,,,
349,26001,6800373,상봉2리(가마소),12717.4786,3625.632,0,,,
350,26001,6800374,상봉초등학교,12717.8278,3636.0594,3611025000,,,
351,26001,6800375,조형아파트,12717.8914,3635.9965,3611025000,,,
352,26001,6800376,신안2리입구,12717.9046,3635.304,3611025000,,,
353,26001,6800377,신안2리(안터),12717.7492,3635.1462,3611025000,,,
354,26001,6800378,홍익대학교,12717.6496,3635.0406,3611025000,,,
355,26001,6800379,신안1리,12717.4348,3635.3082,0,,,
356,26001,6800380,구렁말,12717.5132,3635.4456,0,,,
357,26001,6800381,신안리마을회관,12717.445,3635.88,3611025000,,,
358,26001,6800382,중앙요양병원,12717.4096,3636.1014,3611025000,,,
359,26001,6800383,신안1리입구,12717.4849,3636.4106,3611025000,,,
360,26001,6800384,전의중학교,12717.6064,3636.6456,3611025000,,,
361,26001,6800385,덕고개,12717.6754,3636.7416,3611025000,,,
362,26001,6800386,민석아파트입구,12717.7996,3636.6144,3611025000,,,
363,26001,6800387,유천2리,12717.8332,3636.3456,0,,,
364,26001,6800388,유천리,12717.8734,3636.1776,3611025000,,,
365,26001,6800389,유천리(어천),12717.8446,3636.3468,3611025000,,,
366,26001,6800390,행정2리,12717.808,3636.6102,3611025000,,,
367,26001,6800391,운당1리,12717.673,3636.7536,3611025000,,,
368,26001,6800392,운당2리,12717.5872,3636.6492,0,,,
369,26001,6800393,KCC앞,12717.4758,3636.4208,3611025000,,,
370,26001,6800394,소정리입구,12717.3827,3636.1648,0,,,
371,26001,6800395,소정면우체국,12717.4199,3635.9311,0,,,
372,26001,6800396,소정리역,12717.5038,3635.4498,3611025000,,,
373,26001,6800397,소정면사무소,12717.4438,3635.2974,0,,,
374,26001,6800398,대곡4리,12717.6454,3635.019,3611025000,,,
375,26001,6800399,소정육교(맹골),12717.8304,3635.2019,3611025000,,,
376,26001,6800400,대곡리,12717.937,3635.823,3611025000,,,
377,26001,6800401,고등1리마을회관,12717.9166,3635.9388,3611025000,,,
378,26001,6800402,소정육교(맹골),12715.3702,3629.634,0,,,
379,26001,6800403,대곡1리,12717.0862,3635.673,3611025000,,,
380,26001,6800404,소정리,12708.3733,3628.4669,4415057000,,,
381,26001,6800405,소정면사무소,12715.3216,3628.5048,0,,,
382,26001,6800406,소정리역,12717.4432,3637.3068,3611025000,,,
383,26001,6800407,소정면우체국,12717.3964,3637.5798,3611025000,,,
384,26001,6800408,소정리입구,12717.3454,3637.7556,3611025000,,,
385,26001,6800409,KCC앞,12717.3268,3638.0826,3611025000,,,
386,26001,6800410,운당1리,12713.1784,3639.8508,3611038000,,,
387,26001,6800411,행정2리,12712.2343,3640.7681,0,,,
388,26001,6800412,유천리(어천),12715.6932,3628.8681,3611051000,,,
389,26001,6800413,유천리,12716.878,3628.1052,3611034000,,,
390,26001,6800414,유천2리,12716.8582,3627.8832,3611034000,,,
391,26001,6800415,민석아파트입구,12717.043,3627.3828,3611034000,,,
392,26001,6800416,덕고개,12717.1342,3626.8386,3611034000,,,
393,26001,6800417,전의중학교,12717.5144,3625.5446,0,,,
394,26001,6800418,전동삼거리,12717.4684,3625.6416,3611034000,,,
395,26001,6800419,노장농공단지,12717.145,3626.8146,3611034000,,,
396,26001,6800420,노장2리,12717.0508,3627.3888,3611034000,,,
397,26001,6800421,노장3리,12716.8588,3627.8538,3611034000,,,
398,26001,6800422,조치원낚시터,12716.9014,3628.0986,0,,,
399,26001,6800423,봉대리(평말),12715.6756,3628.6974,0,,,
400,26001,6800424,봉대리,12715.1836,3628.5234,0,,,
401,26001,6800425,봉대리,12714.9982,3628.665,0,,,
402,26001,6800426,봉대리(평말),12715.1242,3628.8012,0,,,
403,26001,6800427,조치원낚시터,12715.5256,3629.0046,0,,,
404,26001,6800428,노장3리,12716.0338,3630.2477,0,,,
405,26001,6800429,노장2리,12716.878,3628.1117,0,,,
406,26001,6800430,노장농공단지,12716.9763,3626.0572,0,,,
407,26001,6800431,전동삼거리,12716.6096,3625.6909,0,,,
408,26001,6800432,보덕리입구,12716.1234,3625.619,0,,,
409,26001,6800433,보덕2리마을회관,12716.6064,3625.6823,0,,,
410,26001,6800434,보덕리입구,12717.3838,3635.7138,3611025000,,,
