일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드,,승차거래내역(환승포함),
1547,26001,6802397,세종고속시외버스터미널,12720.2824,3621.2784,3020054000,,,
1548,26001,6802398,세종고속시외버스터미널,12720.6067,3621.4909,3020054000,,,
1549,26001,6802399,가락마을20 21단지,12720.6526,3621.6846,3020054000,,,
1550,26001,6802400,가락마을20 21단지,12720.5044,3621.2898,3020054000,,,
1551,26001,6802402,대곡리,12720.3964,3621.2568,3020054000,,,
1552,26001,6802403,가온마을4 7단지,12721.9678,3631.7916,3611033000,,,
1553,26001,6802404,새뜸마을7 10단지,12711.865,3630.888,3611035000,,,
1554,26001,6802405,새롬동커뮤니티센터,12711.1997,3632.8697,4415036000,,,
1555,26001,6802406,새롬동커뮤니티센터,12719.2672,3634.5726,3611032000,,,
1556,26001,6802407,새뜸마을5 8단지,12720.5206,3633.4314,3611032000,,,
1557,26001,6802408,새뜸마을5 8단지,12719.5696,3634.2756,3611032000,,,
1558,26001,6804602,신탄진역,12716.071,3630.5058,3611052000,,,
1559,26001,6804603,신탄진역,12714.8398,3630.7092,3611053000,,,
1560,26001,6805254,법원.검찰청,12714.6859,3630.8853,3611053000,,,
1561,26001,6805255,법원.검찰청,12714.8446,3630.6978,3611053000,,,
1562,26001,6805256,국책연구단지남측,12722.3546,3633.6165,3611033000,,,
1563,26001,6805257,국책연구단지남측,12722.3884,3633.3798,3611033000,,,
1564,26001,6805260,봉암리,12720.2191,3632.2661,3611032000,,,
1565,26001,6805261,봉암리,12720.3826,3631.0674,3611032000,,,
1566,26001,6805484,대교리,12711.4575,3630.8236,3611035000,,,
1567,26001,6805485,봉안리,12711.1673,3633.079,4415036000,,,
1568,26001,6805486,봉안리,12711.1826,3632.8713,4415036000,,,
1569,26001,6805488,금암리(웅대원룸),12712.1377,3632.4151,3611035000,,,
1570,26001,6805489,금암리(서봉타운),12712.1357,3632.4187,3611035000,,,
1571,26001,6805490,금암리(그린원룸),12711.621,3631.0601,3611035000,,,
1572,26001,6805491,금암리(솔정자),12711.4559,3630.8187,3611035000,,,
1573,26001,6805492,금암리(사기정골),12715.6138,3637.8084,3611038000,,,
1574,26001,6805500,송정리.세종요양병원,12716.4102,3628.1286,3611051000,,,
1575,26001,6805503,대교리(정계),12716.4152,3628.1394,3611051000,,,
1576,26001,6805507,대평동,12720.208,3621.3528,3020054000,,,
1577,26001,6805508,대평동,12720.1882,3621.489,3020054000,,,
1578,26001,6805509,법원.검찰청 경찰청,12720.0592,3621.7872,3020054000,,,
1579,26001,6805510,법원.검찰청 경찰청,12719.8942,3622.005,3020054000,,,
1580,26001,6805511,국책연구단지,12715.509,3630.3781,3611053000,,,
1581,26001,6805513,반곡동(수루배마을),12715.1557,3630.1086,3611053000,,,
1582,26001,6805514,반곡동(수루배마을),12714.8448,3630.1331,3611053000,,,
1583,26001,6805515,조치원버스터미널,12714.5557,3630.1249,3611053000,,,
1584,26001,6805516,조치원버스터미널,12714.2036,3630.4129,3611053000,,,
1585,26001,6805517,국책연구단지,12714.2655,3630.3647,3611053000,,,
1586,26001,6805518,가온마을6 9단지,12714.8157,3630.1149,3611053000,,,
1587,26001,6805519,다정동커뮤니티센터,12715.1538,3630.0953,3611053000,,,
1588,26001,6805520,다정동커뮤니티센터,12715.5217,3630.3786,3611052000,,,
1589,26001,6805529,세종예술고등학교,12714.5447,3629.9838,3611051000,,,
1590,26001,6805530,세종예술고등학교,12714.0733,3629.999,3611051000,,,
1591,26001,6805531,감성리,12712.4842,3629.9498,3611035000,,,
1592,26001,6805532,과학기술정보통신,12717.9361,3628.847,3611051000,,,
1593,26001,6805533,과학기술정보통신,12717.7605,3628.7788,3611051000,,,
1594,26001,6805534,장기초등학교,12717.5661,3628.8323,3611051000,,,
1595,26001,6805535,박산리(작약골),12714.7213,3631.9605,3611031000,,,
1596,26001,6805536,장재1리,12715.7427,3632.7183,3611031000,,,
1597,26001,6805537,연기2리마을회관,12719.6509,3631.2835,3611032000,,,
1598,26001,6805538,번암리,12712.5352,3640.7027,3611037000,,,
1599,26001,6805539,황용리,12719.6625,3632.9465,3611032000,,,
1600,26001,6805540,한진오피스텔,12720.1568,3632.3701,3611032000,,,
1601,26001,6805587,서평1리,12717.9172,3629.4387,3611051000,,,
1602,26001,6805588,장산4리,12717.8394,3628.9626,3611051000,,,
1603,26001,6805589,속샘말삼거리,12716.4401,3628.158,3611051000,,,
1604,26001,6805590,노송2리,12711.0772,3639.0594,3611037000,,,
1605,26001,6805591,응암2리,12711.178,3636.2436,3611037000,,,
1606,26001,6805592,응암3리,12711.1972,3636.2454,3611037000,,,
1607,26001,6805593,노송1리,12711.0874,3639.06,3611037000,,,
1608,26001,6805594,부강면생활체육관,12716.6804,3633.1103,3611031000,,,
1609,26001,6805595,송용1리마을회관,12715.7541,3632.728,3611031000,,,
1610,26001,6805596,송용1리마을회관,12712.4917,3629.9429,3611035000,,,
1611,26001,6805597,송용리,12711.9528,3631.3834,3611035000,,,
1612,26001,6805598,송용리,12711.6031,3632.1433,3611035000,,,
1613,26001,6805599,응암1리마을회관,12713.4814,3627.1902,3611035000,,,
1614,26001,6805600,응암리(영모재),12713.5045,3627.1729,3611035000,,,
1615,26001,6805601,응암리(가마골),12713.4702,3626.4762,3611035000,,,
1616,26001,6805602,응암리(우리종묘),12719.2789,3632.2625,3611032000,,,
1617,26001,6805603,응암리(영모재),12714.7138,3627.9036,3611051000,,,
1618,26001,6805604,응암리(우리종묘),12714.4475,3631.0377,3611053000,,,
1619,26001,6805605,명학2리(용당),12716.3979,3630.3547,3611052000,,,
1620,26001,6805606,문주리입구,12718.6072,3624.2016,3020054700,,,
1621,26001,6805607,문주리입구,12720.574,3621.4866,3020054000,,,
1622,26001,6805608,예양2리,12710.1514,3641.1768,3611037000,,,
1623,26001,6805609,예양2리,12716.2624,3638.9994,3611038000,,,
1624,26001,6805610,예양리(강촌입구),12721.4882,3633.3802,3611033000,,,
1625,26001,6805611,노송리,12722.3521,3633.1549,3611033000,,,
1626,26001,6805612,부강산업단지입구,12721.8818,3632.6219,3611033000,,,
1627,26001,6805613,노송리,12716.5785,3628.338,3611051000,,,
1628,26001,6805614,부강산업단지입구,12713.9654,3628.9595,3611035000,,,
1629,26001,6805615,부강산업단지,12713.9618,3628.9503,3611035000,,,
1630,26001,6805616,부강산업단지,12715.7821,3629.7651,3611052000,,,
1631,26001,6805617,금호2리공단입구,12712.4439,3629.8104,3611035000,,,
1632,26001,6805618,갈산1리,12721.1922,3632.8782,3611032000,,,
1633,26001,6805620,국립세종도서관정문,12720.1624,3633.7624,3611032000,,,
1634,26001,6805621,가온마을6 9단지,12719.8355,3634.0126,3611032000,,,
1635,26001,6805622,새뜸마을5 6단지,12718.9955,3634.855,3611032000,,,
1636,26001,6805623,새뜸마을5 6단지,12718.7427,3634.8246,3611032000,,,
1637,26001,6805624,새뜸마을1 2단지,12718.6768,3632.8915,3611032000,,,
1638,26001,6805625,새뜸마을1 2단지,12721.2382,3631.2158,3611032000,,,
1639,26001,6805626,가득초등학교(새뜸마을3 4단지),12715.6542,3630.1461,3611052000,,,
1640,26001,6805627,가득초등학교(새뜸마을3 4단지),12715.6542,3630.1461,3611052000,,,
1641,26001,6805628,새롬고등학교(새뜸마을7단지),12715.6502,3630.1328,3611052000,,,
1642,26001,6805629,새롬고등학교(새뜸마을7단지),12715.63,3629.8656,3611052000,,,
1643,26001,6805630,금박골,12711.315,3642.3631,3611039000,,,
1644,26001,6805631,다방1리마을회관,12715.4085,3629.4237,3611051000,,,
1645,26001,6805632,쌍류초등학교,12715.3821,3629.418,3611051000,,,
1646,26001,6805633,쌍류초등학교,12716.3903,3628.2489,3611051000,,,
1647,26001,6805634,신흥리(사사),12717.5294,3632.046,3611031000,,,
1648,26001,6805635,쌍류리(월정마을),12716.3913,3628.2384,3611051000,,,
1649,26001,6805636,쌍류리(월정마을),12713.1437,3629.9558,3611035000,,,
1650,26001,6805637,용암리(금단마을),12721.9582,3631.77,3611033000,,,
1651,26001,6805638,고복저수지,12722.0332,3631.6698,3611033000,,,
1652,26001,6805639,고복저수지,12722.1844,3631.6182,3611033000,,,
1653,26001,6805640,청라리,12721.123,3631.416,3611032000,,,
1654,26001,6805641,용암2리,12721.1178,3631.4337,3611032000,,,
1655,26001,6805642,용암2리,12714.541,3630.7261,3611053000,,,
1656,26001,6805643,세종첨단산업단지,12714.54,3630.7136,3611053000,,,
1657,26001,6805644,대교에이스,12723.9232,3629.7,3611033000,,,
1658,26001,6805645,행정리,12725.7142,3627.1662,3023055000,,,
1659,26001,6805646,행정리,12725.7323,3627.1272,3023055000,,,
1660,26001,6805647,쌍전리,12720.8818,3632.1474,3611032000,,,
1661,26001,6805648,용암2리입구,12719.293,3634.5204,3611032000,,,
1662,26001,6805650,송정리,12716.4334,3642.3042,4413135000,,,
1663,26001,6805651,청람리(동막골),12716.9056,3643.8564,4413135000,,,
1664,26001,6805652,신정1리,12717.364,3644.7078,4413135000,,,
1665,26001,6805653,신정2리,12717.7372,3645.2736,4413135000,,,
1666,26001,6805654,종성골,12719.8249,3634.0083,3611032000,,,
1667,26001,6805655,(주)레이크엘이디앞,12722.1785,3629.6225,3611033000,,,
1668,26001,6805656,전의산업단지,12716.4288,3628.1559,3611051000,,,
1669,26001,6805657,내판2리,12716.1267,3629.5459,3611031000,,,
1670,26001,6805658,내판2리,12719.5677,3634.2684,3611032000,,,
1671,26001,6805659,연동중학교,12720.1527,3633.7597,3611032000,,,
1672,26001,6805660,연동중학교,12720.4988,3633.4356,3611032000,,,
1673,26001,6805661,세종예술고등학교,12721.1855,3632.8766,3611032000,,,
1674,26001,6805662,세종예술고등학교,12719.5847,3633.8538,3611032000,,,
1675,26001,6805663,나릿재마을,12719.3933,3633.7077,3611032000,,,
1676,26001,6805664,나릿재마을,12720.5586,3632.5734,3611032000,,,
1677,26001,6805665,대평동커뮤니티센터,12720.6823,3632.5349,3611032000,,,
1678,26001,6805666,가락마을6단지,12720.8071,3632.471,3611032000,,,
1679,26001,6805667,대평동커뮤니티센터,12720.7085,3632.3797,3611032000,,,
1680,26001,6805668,가락마을6단지,12718.6706,3632.8945,3611032000,,,
1681,26001,6805669,국민건강보험공단,12718.9997,3634.8482,3611032000,,,
1682,26001,6805670,국민건강보험공단,12721.7357,3630.0319,3611033000,,,
1683,26001,6805671,도램마을9단지,12721.8954,3629.902,3611033000,,,
1684,26001,6805672,새롬중학교(새뜸마을1단지),12721.7485,3629.5328,3611033000,,,
1685,26001,6805673,새롬중학교(새뜸마을1단지),12717.4405,3644.8027,4413135000,,,
1686,26001,6805674,새뜸마을4단지(가온마을1단지),12716.1248,3629.5493,3611031000,,,
1687,26001,6805675,새뜸마을4단지(가온마을1단지),12712.6304,3627.0673,3611035000,,,
1688,26001,6805676,소담고등학교(새샘마을5단지),12712.6383,3626.7609,3611035000,,,
1689,26001,6805677,소담고등학교(새샘마을1단지),12712.5282,3626.5056,3611035000,,,
1690,26001,6805678,새샘마을6단지,12714.8244,3629.1889,3611053000,,,
1691,26001,6805679,새샘마을6단지,12716.0584,3629.9505,3611052000,,,
1692,26001,6805680,다정중학교(가온마을4단지),12711.7327,3643.1506,3611039000,,,
1693,26001,6805681,다정중학교(가온마을4단지),12712.0217,3643.066,3611039000,,,
1694,26001,6805682,새뜸마을14단지,12712.6745,3627.3192,3611035000,,,
1695,26001,6805683,새뜸마을14단지,12712.7186,3627.466,3611035000,,,
1696,26001,6805684,가온마을4 7단지,12723.1612,3626.256,3014056000,,,
1697,26001,6805685,새뜸마을10단지,12716.816,3632.5394,3611031000,,,
1698,26001,6805686,다정고등학교(가온마을1단지),12716.7918,3643.7603,4413135000,,,
1699,26001,6805687,다정고등학교(가온마을1단지),12711.6539,3640.1662,3611037000,,,
1700,26001,6805688,가온마을2 3단지,12710.5252,3638.0201,3611037000,,,
1701,26001,6805689,가온마을2 3단지,12711.3584,3636.1867,3611037000,,,
1702,26001,6805690,한결초등학교,12714.5344,3631.5373,3611053000,,,
1703,26001,6805691,한결초등학교,12714.5404,3628.0506,3611051000,,,
1704,26001,6805692,수루배마을8 9단지,12712.2176,3629.737,3611035000,,,
1705,26001,6805693,수루배마을8 9단지,12720.334,3633.204,3611032000,,,
1706,26001,6805694,반곡초 중학교,12714.5481,3628.0551,3611051000,,,
1707,26001,6805695,반곡초 중학교,12717.5284,3632.0386,3611031000,,,
1708,26001,6805696,수루배마을1단지,12715.5688,3631.231,3611052000,,,
1709,26001,6805697,수루배마을1단지,12715.5841,3631.297,3611052000,,,
1710,26001,6805698,문화체육관광부,12713.1402,3629.9615,3611035000,,,
1711,26001,6805699,산학리(주니어전문스쿨),12722.1888,3631.6313,3611033000,,,
1712,26001,6805700,산학리(주니어전문스쿨),12721.9768,3631.7604,3611033000,,,
1713,26001,6805701,소정리,12714.7199,3631.9505,3611031000,,,
1714,26001,6805702,새뜸마을1 2단지,12723.1824,3626.2929,3020058000,,,
1715,26001,6805703,새뜸마을1 2단지,12716.9038,3628.5458,3611051000,,,
1716,26001,6805704,새뜸마을3 4단지,12714.3493,3630.9366,3611035000,,,
1717,26001,6805705,새뜸마을3 4단지,12716.4102,3628.1286,3611051000,,,
1718,26001,6805706,한뜰마을1 2단지,12716.4152,3628.1394,3611051000,,,
1719,26001,6805807,보건복지부 고용노동부,12716.4102,3628.1286,3611051000,,,
1720,26001,6805808,보건복지부 고용노동부,12715.211,3628.95,3611051000,,,
1721,26001,6805809,고등2리,12715.0513,3629.1509,3611051000,,,
1722,26001,6805810,신안2리(안터),12714.9886,3629.4737,3611051000,,,
1723,26001,6805811,신안2리(안터),12710.5319,3638.0282,3611037000,,,
1724,26001,6805812,하봉저수지,12714.4775,3630.6853,3611053000,,,
1725,26001,6805813,하봉저수지,12714.4164,3630.3112,3611053000,,,
1726,26001,6805814,반곡동(수루배마을),12716.0548,3630.0233,3611052000,,,
1727,26001,6805815,반곡동(수루배마을),12716.83,3628.4791,3611051000,,,
1728,26001,6805816,국무조정실 공정거래위원회,12710.0074,3643.7903,3611039000,,,
1729,26001,6805817,기획재정부 농림축산식품부,12715.6908,3630.5499,3611052000,,,
1730,26001,6806002,서평교,12715.3708,3631.1358,3611051000,,,
1731,26001,6806003,서평교,12715.1044,3630.2646,3611053000,,,
1732,26001,6806186,깊은내길,12715.7489,3630.509,3611052000,,,
1733,26001,6806187,동산산업,12715.9648,3630.1332,3611052000,,,
1734,26001,6806188,운당교차로,12715.8832,3629.9586,3611052000,,,
1735,26001,6806189,동산산업,12715.63,3629.8656,3611052000,,,
1736,26001,6806190,깊은내길,12718.6301,3632.8165,3611032000,,,
1737,26001,6806233,국방과학연구소,12720.1456,3632.2374,3611032000,,,
1738,26001,6806234,내판리(외판1교),12718.3357,3629.7726,3611051000,,,
1739,26001,6806235,내판리(외판1교),12715.4212,3631.119,3611052000,,,
1740,26001,6806236,쌍류리(수디산),12714.7052,3630.8971,3611051000,,,
1741,26001,6806237,고운동(만남로),12715.0247,3630.7502,3611053000,,,
1742,26001,6806238,고운동(만남로),12715.069,3630.9215,3611053000,,,
1743,26001,6806239,연동면 복합커뮤니티센터,12715.1485,3631.1126,3611053000,,,
1744,26001,6806240,연동면 복합커뮤니티센터,12715.3696,3631.1232,3611052000,,,
1745,26001,6806241,산학연클러스터,12718.3257,3629.7607,3611051000,,,
1746,26001,6806242,산학연클러스터,12715.9583,3630.9192,3611052000,,,
1747,26001,6806243,집현리,12715.4353,3630.4688,3611052000,,,
1748,26001,6806244,집현리,12714.9452,3630.4699,3611053000,,,
1749,26001,6806245,누리리,12714.4351,3630.5359,3611053000,,,
1750,26001,6806246,수루배마을6단지,12714.6191,3630.3043,3611053000,,,
1751,26001,6806247,수루배마을6단지,12716.041,3630.261,3611052000,,,
1752,26001,6806249,세종누리학교,12716.0478,3630.0116,3611052000,,,
1753,26001,6806250,세종누리학교,12715.944,3629.7617,3611052000,,,
1754,26001,6806251,주택성능연구개발센터,12715.346,3630.2214,3611053000,,,
1755,26001,6806252,주택성능연구개발센터,12715.0724,3630.2885,3611053000,,,
1756,26001,6806253,장기중학교후문,12714.9383,3630.3085,3611053000,,,
1757,26001,6806254,장기중학교후문,12714.6629,3630.3146,3611053000,,,
1758,26001,6806255,새뜸마을7 10단지,12714.4428,3630.5259,3611053000,,,
1759,26001,6806256,수루배마을4단지,12715.0301,3630.439,3611053000,,,
1760,26001,6806257,수루배마을4단지,12715.4397,3630.4545,3611052000,,,
1761,26001,6806258,수루배마을3단지,12715.8769,3631.0467,3611052000,,,
1762,26001,6806259,수루배마을3단지,12715.9643,3630.8904,3611052000,,,
1763,26001,6806260,새롬동.다정동,12716.0191,3630.6484,3611052000,,,
1764,26001,6806261,새롬동.다정동,12717.836,3628.9474,3611051000,,,
1765,26001,6806269,대전공원묘원,12716.8981,3628.5363,3611051000,,,
1766,26001,6806270,응암2리마을회관,12716.3903,3628.2489,3611051000,,,
1767,26001,6806271,대전공원묘원,12715.8082,3630.801,3611052000,,,
1768,26001,6806272,세종충남대학교병원,12711.3622,3641.5758,3611037000,,,
1769,26001,6806273,세종충남대학교병원,12723.0352,3631.6872,3611033000,,,
1770,26001,6806274,세종충남대학교병원(후문),12721.087,3631.6098,3611032000,,,
1771,26001,6806275,세종충남대학교병원(후문),12721.3588,3632.2536,3611033000,,,
1772,26001,6806304,국립세종수목원(연구동),12725.4526,3628.2378,4371037000,,,
1773,26001,6806305,국립세종수목원 중앙공원,12711.7397,3629.3517,3611031000,,,
1774,26001,6806306,세종호수공원,12708.1511,3627.3815,4415056000,,,
1775,26001,6806307,세종중앙공원,12712.9296,3633.1416,3611035000,,,
1776,26001,6806308,국립세종수목원,12712.7604,3633.598,3611035000,,,
1777,26001,6806309,국립세종수목원(연구동),12712.7504,3633.5983,3611035000,,,
1778,26001,6806310,송성1리,12711.3414,3629.7083,3611035000,,,
1779,26001,6806315,해밀마을1단지,12710.7144,3630.1288,3611035000,,,
1780,26001,6806316,해밀마을1단지,12711.3434,3629.7004,3611035000,,,
1781,26001,6806317,원수산MTB공원,12713.0515,3630.5559,3611035000,,,
1782,26001,6806318,원수산MTB공원,12712.633,3630.056,3611035000,,,
1783,26001,6806319,부강2리,12712.3186,3629.8284,3611035000,,,
1784,26001,6806320,부강초등학교,12722.456,3631.6004,3611033000,,,
1785,26001,6806321,복지회관,12725.7391,3626.9746,3023055000,,,
1786,26001,6806322,부강2리,12725.7574,3626.9514,3023055000,,,
1787,26001,6806323,진웅엠피아 재진가로등,12708.8345,3642.6197,3611039000,,,
1788,26001,6806324,진웅엠피아 재진가로등,12719.3828,3633.3559,3611032000,,,
1789,26001,6806325,명학2리,12719.6093,3633.3007,3611032000,,,
1790,26001,6806326,명학2리,12719.5922,3633.3046,3611032000,,,
1791,26001,6806327,응암3리마을입구,12723.9208,3631.4582,3611033000,,,
1792,26001,6806329,아름제2중(가락마을20단지),12714.483,3630.2283,3611053000,,,
1793,26001,6806330,가락마을8단지.가재마을4단지,12714.497,3630.4577,3611053000,,,
1794,26001,6806331,종촌초등학교(가락마을6  7단지),12714.5119,3631.0019,3611053000,,,
1795,26001,6806332,종촌초등학교(가재마을3단지),12714.4821,3630.9948,3611053000,,,
1796,26001,6806333,가락마을8단지.가재마을4단지,12714.4705,3630.4609,3611053000,,,
1797,26001,6806334,아름제2중(가락마을20단지),12714.4526,3630.2063,3611053000,,,
1798,26001,6806335,산학연클러스터,12721.7357,3630.0319,3611033000,,,
1799,26001,6806336,산학연클러스터,12721.8954,3629.902,3611033000,,,
1800,26001,6806337,집현동,12721.7102,3630.0538,3611033000,,,
1801,26001,6806338,집현동,12719.1892,3631.9178,3611032000,,,
1802,26001,6806342,해밀고등학교,12716.2744,3631.5726,3611031000,,,
1803,26001,6806343,해밀고등학교,12715.9842,3631.4268,3611031000,,,
1804,26001,6806344,나성중학교·나성초등학교,12715.791,3631.4986,3611031000,,,
1805,26001,6806345,나성중학교·나성초등학교,12719.2164,3631.9076,3611032000,,,
1806,26001,6806346,세종예술의전당,12713.2785,3629.9432,3611035000,,,
1807,26001,6806347,세종예술의전당,12721.999,3629.4684,3611033000,,,
1808,26001,6806348,수산리교차로,12713.746,3629.9411,3611035000,,,
1809,26001,6806349,수산리교차로,12715.108,3628.2366,3611051000,,,
1810,26001,6806350,다솜리,12715.1248,3628.2372,3611051000,,,
1811,26001,6806351,다솜리,12718.7432,3634.8195,3611032000,,,
1812,26001,6806357,전의산업단지교차로,12709.7872,3643.6308,3611035000,,,
1813,26001,6806358,다솜리,12714.5812,3630.5235,3611053000,,,
1814,26001,6806359,다솜리,12715.8949,3631.0445,3611052000,,,
1815,26001,6806360,누리리,12715.5665,3630.7268,3611052000,,,
1816,26001,6806361,누리리,12714.3677,3631.1508,3611053000,,,
1817,26001,6806362,신흥3리,12714.2645,3630.2465,3611053000,,,
1818,26001,6806363,신흥3리,12714.9247,3630.2971,3611053000,,,
1819,26001,6806364,조치원 농협,12712.5083,3631.0048,3611035000,,,
1820,26001,6806365,조치원 농협,12712.6639,3631.2151,3611035000,,,
1821,26001,6806366,신흥푸르지오,12712.5036,3631.0067,3611035000,,,
1822,26001,6806367,신흥푸르지오,12714.9917,3630.0284,3611051000,,,
1823,26001,6806370,월하리(패션아울렛),12717.2821,3628.6912,3611051000,,,
1824,26001,6806371,장욱진화백탑비,12718.2008,3629.7334,3611051000,,,
1825,26001,6806372,전동면사무소,12718.2054,3629.7589,3611051000,,,
1826,26001,6900021,첫마을임시터미널,12717.3377,3628.7296,3611051000,,,
1827,26001,6900054,어진중학교(가재마을9단지),12714.537,3630.9035,3611053000,,,
1828,26001,6900055,어진중학교(가재마을9단지),12714.8398,3630.7092,3611051000,,,
1829,26001,6900075,조치원버스터미널,12714.8446,3630.6978,3611051000,,,
1830,26001,6900089,합강리,12716.4152,3628.1394,3611051000,,,
1831,26001,6900091,합강1리,12714.9942,3629.3929,3611051000,,,
1832,26001,6900092,합강리,12715.0564,3629.1079,3611051000,,,
1833,26001,6900093,삼성전기,12716.6428,3633.2166,3611031000,,,
1834,26001,6900133,장군면사무소,12716.0318,3630.2676,3611052000,,,
1835,26001,6900145,자이아파트,12716.4788,3628.2074,3611051000,,,
1836,26001,6900174,첫마을2단지(임시터미널),12716.5071,3628.1364,3611051000,,,
1837,26001,6900203,첫마을3단지(정부청사행),12716.6902,3633.1212,3611031000,,,
1838,26001,6900204,첫마을6단지(정부청사행),12709.5422,3628.9379,4415059000,,,
1839,26001,6900205,첫마을5단지(정부청사행),12714.2451,3630.2454,3611053000,,,
1840,26001,6900206,첫마을4단지(정부청사행),12714.3507,3631.1229,3611053000,,,
1841,26001,6900207,첫마을1단지(정부청사행),12714.3587,3630.8406,3611053000,,,
1842,26001,6900306,부강버스정류소,12715.6001,3630.715,3611052000,,,
1843,26001,6900310,응암1리(가마골),12716.0318,3630.2676,3611052000,,,
1844,26001,6900311,응암1리복지회관,12723.1534,3626.2669,3020058000,,,
1845,26001,6900360,전의역,12716.5836,3628.315,3611051000,,,
1846,26001,6900361,전의역,12716.844,3628.4964,3611051000,,,
1847,26001,6900473,송성2리,12717.2912,3628.7013,3611051000,,,
1848,26001,6900474,송성2리입구,12717.8622,3628.9426,3611051000,,,
1849,26001,6900475,베어트리파크,12717.8642,3628.9583,3611051000,,,
1850,26001,6900519,국곡리,12717.9076,3629.3932,3611051000,,,
1851,26001,6900520,국곡리32사단,12720.1685,3632.3787,3611032000,,,
1852,26001,6900521,국곡리,12719.8514,3632.7099,3611032000,,,
1853,26001,6900624,전의역,12719.6813,3632.9547,3611032000,,,
1854,26001,6900754,오송역,12715.3504,3630.2112,3611053000,,,
1855,26001,6900795,황룡2리,12715.6228,3629.8518,3611052000,,,
1856,26001,6900796,남곡리마을회관,12716.0374,3630.0258,3611051000,,,
1857,26001,6900797,황룡2리,12715.9654,3630.1008,3611052000,,,
1858,26001,6900801,영대1리마을회관,12713.2618,3641.8764,3611037000,,,
1859,26001,6900906,부강면,12717.4064,3632.6855,3611031000,,,
1860,26001,6900975,청정아파트,12713.4541,3626.4807,3611035000,,,
1861,26001,6900976,황룡사입구,12714.3711,3630.3351,3611053000,,,
1862,26001,6900977,청봉사,12717.5886,3628.8153,3611051000,,,
1863,26001,6900978,용운사,12717.8047,3628.7864,3611051000,,,
1864,26001,6900979,합강2리,12717.9984,3628.8511,3611051000,,,
1865,26001,6900980,합강공원,12719.0359,3634.8582,3611032000,,,
1866,26001,6900981,합강2리,12711.5964,3632.1414,3611035000,,,
1867,26001,6900982,용운사,12711.9441,3631.3844,3611035000,,,
1868,26001,6900983,명학2리(용당),12714.0741,3629.9886,3611051000,,,
1869,26001,6900984,청봉사,12714.5528,3629.9709,3611051000,,,
1870,26001,6900985,황룡사입구,12708.7804,3628.8432,4415059000,,,
1871,26001,6900986,청정아파트,12722.1953,3628.5148,3020058000,,,
1872,26001,6901021,국곡리,12709.4531,3641.3158,4413132000,,,
1873,26001,6901022,국곡리32사단,12713.9517,3637.512,3611038000,,,
1874,26001,6901023,국곡리,12714.9649,3628.8157,3611051000,,,
1875,26001,6901050,자이아파트,12715.988,3629.8047,3611052000,,,
1876,26001,6901052,공정거래위원회,12715.988,3629.8047,3611052000,,,
1877,26001,6901054,정부세종청사남측,12719.7008,3633.1649,3611032000,,,
1878,26001,6901057,첫마을2단지,12719.5276,3633.1531,3611032000,,,
1879,26001,6901058,첫마을3단지,12716.3913,3628.2384,3611051000,,,
1880,26001,6901059,첫마을6단지,12717.3261,3628.7204,3611051000,,,
1881,26001,6901060,첫마을5단지,12714.48,3630.8222,3611053000,,,
1882,26001,6901061,첫마을4단지,12715.5604,3630.0499,3611052000,,,
1883,26001,6901062,첫마을1단지,12715.6061,3630.0962,3611052000,,,
1884,26001,6901070,정부세종청사남측,12715.7529,3630.5214,3611052000,,,
1885,26001,6901071,정부세종청사북측,12720.4372,3632.3382,3611032000,,,
1886,26001,6901097,첫마을7단지,12712.6654,3627.318,3611035000,,,
1887,26001,6901117,소정2리(넉바위),12720.6853,3632.5403,3611032000,,,
1888,26001,6901118,운당2리,12719.394,3633.6991,3611032000,,,
1889,26001,6901145,한뜰마을,12719.581,3633.8489,3611032000,,,
1890,26001,6901146,세종호수공원,12721.7354,3629.5428,3611033000,,,
1891,26001,6901148,연세초등학교,12721.9001,3629.8923,3611033000,,,
1892,26001,6901168,산업부(과기정통부),12721.7102,3630.0538,3611033000,,,
1893,26001,6901179,아름동복합커뮤니티센터,12721.4931,3630.2412,3611033000,,,
1894,26001,6901181,아름동복합커뮤니티센터,12713.9085,3638.6614,3611038000,,,
1895,26001,6901215,남곡리마을회관,12719.5138,3633.1617,3611032000,,,
1896,26001,6901288,세종고속시외버스터미널,12719.6975,3633.1758,3611032000,,,
1897,26001,6901289,세종고속시외버스터미널,12716.1734,3629.5257,3611031000,,,
1898,26001,6901296,공정거래위원회,12716.135,3629.5623,3611031000,,,
1899,26001,6901302,세종고속시외버스터미널,12716.0768,3630.3839,3611052000,,,
1900,26001,6901357,국곡리32사단,12714.8207,3629.1978,3611053000,,,
1901,26001,6901369,국곡리,12714.7548,3628.9713,3611053000,,,
1902,26001,6901401,국곡리,12714.534,3631.5271,3611053000,,,
1903,26001,6901827,문화체육관광부,12715.578,3631.3014,3611052000,,,
1904,26001,6902334,삼일아파트,12715.5811,3631.23,3611052000,,,
1905,26001,6902346,생천경로당,12719.3854,3633.3596,3611032000,,,
1906,26001,6902366,세종고속시외버스터미널(지하),12712.211,3629.7355,3611035000,,,
1907,26001,6902367,세종고속시외버스터미널(지하),12716.1256,3638.7886,3611038000,,,
1908,26001,6905612,부강산업단지입구,12707.4818,3627.5239,4415054000,,,
